jid,formula_raw,formula_reduced,cif_file,cif_path,formation_energy_peratom,ehull,exfoliation_energy,optb88vdw_bandgap,hse_gap,icsd_raw,has_icsd,reference,exp_formula_label,synthesis_data_label
JVASP-75346,AlBiO3,AlBiO3,JVASP-75346_AlBiO3.cif,data/cif/JVASP-75346_AlBiO3.cif,-2.10452,0.0,152.71,2.051,,,0,mp-775763-1L,0,0
JVASP-75350,LiFeF4,LiFeF4,JVASP-75350_LiFeF4.cif,data/cif/JVASP-75350_LiFeF4.cif,-2.37387,0.0,124.62,1.729,,,0,mp-776710-1L,0,0
JVASP-75357,NiC2S2N2,NiC2(SN)2,JVASP-75357_NiC2S2N2.cif,data/cif/JVASP-75357_NiC2S2N2.cif,0.23814,0.0,54.79,0.46,,,0,mp-8129-1L,0,0
JVASP-75361,MnPS3,MnPS3,JVASP-75361_MnPS3.cif,data/cif/JVASP-75361_MnPS3.cif,-0.33071,0.0,66.61,0.248,,,0,mp-8613-1L,1,1
JVASP-75366,MnPSe3,MnPSe3,JVASP-75366_MnPSe3.cif,data/cif/JVASP-75366_MnPSe3.cif,-0.1298,0.0,73.91,0.036,,,0,mp-8695-1L,1,1
JVASP-75372,LuH2ClO2,LuH2ClO2,JVASP-75372_LuH2ClO2.cif,data/cif/JVASP-75372_LuH2ClO2.cif,-2.12648,0.0,91.38,4.261,,,0,mp-976349-1L,0,0
JVASP-75375,SnClF,SnClF,JVASP-75375_SnClF.cif,data/cif/JVASP-75375_SnClF.cif,-1.68232,0.0,81.03,2.748,,,0,mp-989192-1L,0,0
JVASP-75378,Na2Cl,Na2Cl,JVASP-75378_Na2Cl.cif,data/cif/JVASP-75378_Na2Cl.cif,-0.9799,0.0,199.88,0.0,,,0,mp-990084-1L,0,0
JVASP-75379,S,S,JVASP-75379_S.cif,data/cif/JVASP-75379_S.cif,0.56657,0.0,,0.0,,,0,mp-9924-1L,0,0
JVASP-75380,PbBrCl,PbBrCl,JVASP-75380_PbBrCl.cif,data/cif/JVASP-75380_PbBrCl.cif,-0.80824,0.0,259.82,2.713,,,0,mp-995147-1L,0,0
JVASP-75381,CuHO2,CuHO2,JVASP-75381_CuHO2.cif,data/cif/JVASP-75381_CuHO2.cif,-0.58241,0.0,103.69,0.837,,,0,mp-996953-1L,0,0
JVASP-75382,HAuO2,HAuO2,JVASP-75382_HAuO2.cif,data/cif/JVASP-75382_HAuO2.cif,-0.33509,0.0,87.59,1.456,,,0,mp-996955-1L,0,0
JVASP-75385,AgBiO2,AgBiO2,JVASP-75385_AgBiO2.cif,data/cif/JVASP-75385_AgBiO2.cif,-0.64504,0.0,235.69,0.023,,,0,mp-996970-1L,0,0
JVASP-75387,LiCuO2,LiCuO2,JVASP-75387_LiCuO2.cif,data/cif/JVASP-75387_LiCuO2.cif,-1.09092,0.0,152.64,0.547,,,0,mp-996987-1L,0,0
JVASP-75389,HAuO2,HAuO2,JVASP-75389_HAuO2.cif,data/cif/JVASP-75389_HAuO2.cif,-0.27689,0.0,181.24,0.814,,,0,mp-996998-1L,0,0
JVASP-75391,CuBiO2,CuBiO2,JVASP-75391_CuBiO2.cif,data/cif/JVASP-75391_CuBiO2.cif,-0.9251,0.0,112.17,1.55,,,0,mp-997054-1L,0,0
JVASP-75393,AlP,AlP,JVASP-75393_AlP.cif,data/cif/JVASP-75393_AlP.cif,0.07034,0.0,65.32,2.138,,,0,mp-997569-1L,0,0
JVASP-75397,CaTlCl3,CaTlCl3,JVASP-75397_CaTlCl3.cif,data/cif/JVASP-75397_CaTlCl3.cif,-1.81297,0.0,155.31,3.543,,,0,mp-998787-1L,0,0
JVASP-75400,BaV4O8,BaV4O8,JVASP-75400_BaV4O8.cif,data/cif/JVASP-75400_BaV4O8.cif,-2.42111,0.0,32.97,0.0,,,0,mvc-1037-1L,0,0
JVASP-75403,CaSb4O8,Ca(SbO2)4,JVASP-75403_CaSb4O8.cif,data/cif/JVASP-75403_CaSb4O8.cif,-1.53397,0.0,86.61,1.924,,,0,mvc-10699-1L,0,0
JVASP-75413,MgSn2N2,Mg(SnN)2,JVASP-75413_MgSn2N2.cif,data/cif/JVASP-75413_MgSn2N2.cif,-0.11783,0.0,49.51,0.0,,,0,mvc-13757-1L,0,0
JVASP-75420,W3O8,W3O8,JVASP-75420_W3O8.cif,data/cif/JVASP-75420_W3O8.cif,-2.0451,0.0,,0.705,,,0,mvc-15486-1L,0,0
JVASP-75426,Sr2MnSO3,Sr2MnSO3,JVASP-75426_Sr2MnSO3.cif,data/cif/JVASP-75426_Sr2MnSO3.cif,-2.3371,0.0,52.75,0.0,,,0,mvc-3229-1L,0,0
JVASP-75427,Sr2FeSO3,Sr2FeSO3,JVASP-75427_Sr2FeSO3.cif,data/cif/JVASP-75427_Sr2FeSO3.cif,-2.16977,0.0,50.3,0.0,,,0,mvc-3245-1L,0,0
JVASP-756,SnS2,SnS2,JVASP-756_SnS2.cif,data/cif/JVASP-756_SnS2.cif,-0.3566,0.0,83.28,1.553,,,0,mp-1170-1L,1,1
JVASP-759,SnS2,SnS2,JVASP-759_SnS2.cif,data/cif/JVASP-759_SnS2.cif,-0.35665,0.0,82.34,1.554,,,0,mp-9984-1L,1,1
JVASP-76195,CrI3,CrI3,JVASP-76195_CrI3.cif,data/cif/JVASP-76195_CrI3.cif,-0.32259,0.0,,1.184,,,0,CrI3,1,1
JVASP-762,SnSe2,SnSe2,JVASP-762_SnSe2.cif,data/cif/JVASP-762_SnSe2.cif,-0.24079,0.0,93.47,0.731,,,0,mp-665-1L,1,1
JVASP-76290,P,P,JVASP-76290_P.cif,data/cif/JVASP-76290_P.cif,0.11176,0.0,,0.848,,,0,mp-157-1L,1,1
JVASP-76297,SiAs,SiAs,JVASP-76297_SiAs.cif,data/cif/JVASP-76297_SiAs.cif,0.01444,0.0,,1.807,,,0,mp-1863-1L,0,0
JVASP-76298,NbS2,NbS2,JVASP-76298_NbS2.cif,data/cif/JVASP-76298_NbS2.cif,-1.03008,0.0,,0.0,,,0,mp-1874-1L,1,1
JVASP-76299,FeSe,FeSe,JVASP-76299_FeSe.cif,data/cif/JVASP-76299_FeSe.cif,-0.19775,0.0,,0.0,,,0,mp-20311-1L,0,0
JVASP-76306,InSe,InSe,JVASP-76306_InSe.cif,data/cif/JVASP-76306_InSe.cif,-0.34293,0.0,,1.715,,,0,mp-21405-1L,1,1
JVASP-76308,UTe3,UTe3,JVASP-76308_UTe3.cif,data/cif/JVASP-76308_UTe3.cif,-0.48063,0.0,,0.0,,,0,mp-22231-1L,0,0
JVASP-76309,InCuP2Se6,InCu(PSe3)2,JVASP-76309_InCuP2Se6.cif,data/cif/JVASP-76309_InCuP2Se6.cif,-0.10629,0.0,,0.559,,,0,mp-22449-1L,0,0
JVASP-76312,CuBr,CuBr,JVASP-76312_CuBr.cif,data/cif/JVASP-76312_CuBr.cif,-0.17974,0.0,,1.665,,,0,mp-22917-1L,0,0
JVASP-76313,YCI,YCI,JVASP-76313_YCI.cif,data/cif/JVASP-76313_YCI.cif,-0.94203,0.0,,0.0,,,0,mp-23062-1L,0,0
JVASP-76318,TiCl3,TiCl3,JVASP-76318_TiCl3.cif,data/cif/JVASP-76318_TiCl3.cif,-1.58954,0.0,,0.0,,,0,mp-23275-1L,0,0
JVASP-76319,TbCl3,TbCl3,JVASP-76319_TbCl3.cif,data/cif/JVASP-76319_TbCl3.cif,-2.29398,0.0,,2.522,,,0,mp-23293-1L,0,0
JVASP-76322,ErHCl,ErHCl,JVASP-76322_ErHCl.cif,data/cif/JVASP-76322_ErHCl.cif,-1.44618,0.0,,0.0,,,0,mp-24051-1L,0,0
JVASP-76334,NbS2,NbS2,JVASP-76334_NbS2.cif,data/cif/JVASP-76334_NbS2.cif,-1.03008,0.0,,0.0,,,0,mp-2648-1L,1,1
JVASP-76341,AlPd5I2,AlPd5I2,JVASP-76341_AlPd5I2.cif,data/cif/JVASP-76341_AlPd5I2.cif,-0.3509,0.0,,0.0,,,0,mp-27393-1L,0,0
JVASP-76342,NiCl2,NiCl2,JVASP-76342_NiCl2.cif,data/cif/JVASP-76342_NiCl2.cif,-0.55825,0.0,,0.939,,,0,mp-27396-1L,0,0
JVASP-76343,UBrO2,UBrO2,JVASP-76343_UBrO2.cif,data/cif/JVASP-76343_UBrO2.cif,-2.80121,0.0,,0.086,,,0,mp-27536-1L,0,0
JVASP-76344,CaClF,CaClF,JVASP-76344_CaClF.cif,data/cif/JVASP-76344_CaClF.cif,-3.31174,0.0,,2.276,,,0,mp-27546-1L,0,0
JVASP-76349,UIN,UIN,JVASP-76349_UIN.cif,data/cif/JVASP-76349_UIN.cif,-1.38931,0.0,,0.0,,,0,mp-27763-1L,0,0
JVASP-76350,Nb3Br8,Nb3Br8,JVASP-76350_Nb3Br8.cif,data/cif/JVASP-76350_Nb3Br8.cif,-0.88994,0.0,,0.039,,,0,mp-27771-1L,0,0
JVASP-76353,BiAsO4,BiAsO4,JVASP-76353_BiAsO4.cif,data/cif/JVASP-76353_BiAsO4.cif,-1.22841,0.0,,1.335,,,0,mp-27911-1L,0,0
JVASP-76355,NdBr3,NdBr3,JVASP-76355_NdBr3.cif,data/cif/JVASP-76355_NdBr3.cif,-1.89484,0.0,,2.356,,,0,mp-27975-1L,0,0
JVASP-76360,TcP3,TcP3,JVASP-76360_TcP3.cif,data/cif/JVASP-76360_TcP3.cif,0.02398,0.0,,0.0,,,0,mp-28029-1L,0,0
JVASP-76377,Nb2SiTe4,Nb2SiTe4,JVASP-76377_Nb2SiTe4.cif,data/cif/JVASP-76377_Nb2SiTe4.cif,-0.36763,0.0,,0.524,,,0,mp-29072-1L,0,0
JVASP-76387,CeSiI,CeSiI,JVASP-76387_CeSiI.cif,data/cif/JVASP-76387_CeSiI.cif,-0.96781,0.0,,0.0,,,0,mp-29535-1L,0,0
JVASP-76389,TaSe3,TaSe3,JVASP-76389_TaSe3.cif,data/cif/JVASP-76389_TaSe3.cif,-0.5996,0.0,,0.0,,,0,mp-29652-1L,0,0
JVASP-76390,UCO5,UCO5,JVASP-76390_UCO5.cif,data/cif/JVASP-76390_UCO5.cif,-2.33922,0.0,,2.469,,,0,mp-29761-1L,0,0
JVASP-76412,VBrO,VBrO,JVASP-76412_VBrO.cif,data/cif/JVASP-76412_VBrO.cif,-1.69222,0.0,,0.0,,,0,mp-32497-1L,0,0
JVASP-76414,CoO2,CoO2,JVASP-76414_CoO2.cif,data/cif/JVASP-76414_CoO2.cif,-0.92456,0.0,,0.0,,,0,mp-32686-1L,0,0
JVASP-76415,BiTeBr,BiTeBr,JVASP-76415_BiTeBr.cif,data/cif/JVASP-76415_BiTeBr.cif,-0.39859,0.0,,1.718,,,0,mp-33723-1L,0,0
JVASP-76416,UTeN,UTeN,JVASP-76416_UTeN.cif,data/cif/JVASP-76416_UTeN.cif,-1.27471,0.0,,0.0,,,0,mp-3402-1L,0,0
JVASP-76417,TiNbS4,TiNbS4,JVASP-76417_TiNbS4.cif,data/cif/JVASP-76417_TiNbS4.cif,-1.16325,0.0,,0.0,,,0,mp-34289-1L,0,0
JVASP-76418,SbPO4,SbPO4,JVASP-76418_SbPO4.cif,data/cif/JVASP-76418_SbPO4.cif,-1.87862,0.0,,4.207,,,0,mp-3439-1L,0,0
JVASP-76420,CrSiTe3,CrSiTe3,JVASP-76420_CrSiTe3.cif,data/cif/JVASP-76420_CrSiTe3.cif,-0.0545,0.0,,0.559,,,0,mp-3779-1L,0,0
JVASP-76440,PbI2,PbI2,JVASP-76440_PbI2.cif,data/cif/JVASP-76440_PbI2.cif,-0.57103,0.0,,2.098,,,0,mp-540789-1L,0,0
JVASP-76444,CrGeTe3,CrGeTe3,JVASP-76444_CrGeTe3.cif,data/cif/JVASP-76444_CrGeTe3.cif,-0.03971,0.0,,0.405,,,0,mp-541449-1L,0,0
JVASP-76457,YClO,YClO,JVASP-76457_YClO.cif,data/cif/JVASP-76457_YClO.cif,-3.28461,0.0,,4.42,,,0,mp-552120-1L,0,0
JVASP-76462,NbS2,NbS2,JVASP-76462_NbS2.cif,data/cif/JVASP-76462_NbS2.cif,-1.03011,0.0,,0.0,,,0,mp-555293-1L,1,1
JVASP-76468,NpIO,NpIO,JVASP-76468_NpIO.cif,data/cif/JVASP-76468_NpIO.cif,-2.2903,0.0,,0.0,,,0,mp-556939-1L,0,0
JVASP-76471,VS2,VS2,JVASP-76471_VS2.cif,data/cif/JVASP-76471_VS2.cif,-0.87915,0.0,,0.0,,,0,mp-557523-1L,0,0
JVASP-76498,CrCl3,CrCl3,JVASP-76498_CrCl3.cif,data/cif/JVASP-76498_CrCl3.cif,-1.08339,0.0,,1.704,,,0,mp-567504-1L,1,1
JVASP-765,TiO2,TiO2,JVASP-765_TiO2.cif,data/cif/JVASP-765_TiO2.cif,-0.32956,0.0,88.02,0.0,,,0,mvc-13391-1L,0,0
JVASP-76505,InSiTe3,InSiTe3,JVASP-76505_InSiTe3.cif,data/cif/JVASP-76505_InSiTe3.cif,-0.10255,0.0,,0.892,,,0,mp-567931-1L,0,0
JVASP-76507,GaSe,GaSe,JVASP-76507_GaSe.cif,data/cif/JVASP-76507_GaSe.cif,-0.52313,0.0,,1.866,,,0,mp-568263-1L,1,1
JVASP-76508,HfBrN,HfBrN,JVASP-76508_HfBrN.cif,data/cif/JVASP-76508_HfBrN.cif,-1.77352,0.0,,2.226,,,0,mp-568346-1L,0,0
JVASP-76511,CdBr2,CdBr2,JVASP-76511_CdBr2.cif,data/cif/JVASP-76511_CdBr2.cif,-0.8093,0.0,,1.961,,,0,mp-568690-1L,0,0
JVASP-76512,CdBr2,CdBr2,JVASP-76512_CdBr2.cif,data/cif/JVASP-76512_CdBr2.cif,-0.80927,0.0,,3.248,,,0,mp-568722-1L,0,0
JVASP-76515,BiI3,BiI3,JVASP-76515_BiI3.cif,data/cif/JVASP-76515_BiI3.cif,-0.36479,0.0,,2.548,,,0,mp-569157-1L,0,0
JVASP-76516,Bi2Pt,Bi2Pt,JVASP-76516_Bi2Pt.cif,data/cif/JVASP-76516_Bi2Pt.cif,0.04235,0.0,,0.0,,,0,mp-569581-1L,0,0
JVASP-76525,ZrI2,ZrI2,JVASP-76525_ZrI2.cif,data/cif/JVASP-76525_ZrI2.cif,-0.84894,0.0,,0.443,,,0,mp-570506-1L,0,0
JVASP-76528,Pr3OsI3,Pr3OsI3,JVASP-76528_Pr3OsI3.cif,data/cif/JVASP-76528_Pr3OsI3.cif,-0.9545,0.0,,0.323,,,0,mp-570779-1L,0,0
JVASP-76536,TiCl3,TiCl3,JVASP-76536_TiCl3.cif,data/cif/JVASP-76536_TiCl3.cif,-1.5908,0.0,,0.0,,,0,mp-571377-1L,0,0
JVASP-76548,PbI2,PbI2,JVASP-76548_PbI2.cif,data/cif/JVASP-76548_PbI2.cif,-0.57127,0.0,,2.652,,,0,mp-580202-1L,0,0
JVASP-76549,Re3Se4Cl,Re3Se4Cl,JVASP-76549_Re3Se4Cl.cif,data/cif/JVASP-76549_Re3Se4Cl.cif,-0.39053,0.0,,1.277,,,0,mp-580748-1L,0,0
JVASP-76562,TeH2O4,Te(HO2)2,JVASP-76562_TeH2O4.cif,data/cif/JVASP-76562_TeH2O4.cif,-0.8841,0.0,,2.031,,,0,mp-625526-1L,0,0
JVASP-76567,As2S3,As2S3,JVASP-76567_As2S3.cif,data/cif/JVASP-76567_As2S3.cif,-0.01514,0.0,,1.278,,,0,mp-641-1L,0,0
JVASP-76576,PuIO,PuIO,JVASP-76576_PuIO.cif,data/cif/JVASP-76576_PuIO.cif,-2.53431,0.0,,0.0,,,0,mp-647604-1L,0,0
JVASP-76581,PbI2,PbI2,JVASP-76581_PbI2.cif,data/cif/JVASP-76581_PbI2.cif,-0.57131,0.0,,2.157,,,0,mp-672671-1L,0,0
JVASP-76583,Nb3IrS8,Nb3IrS8,JVASP-76583_Nb3IrS8.cif,data/cif/JVASP-76583_Nb3IrS8.cif,-0.8466,0.0,,0.0,,,0,mp-675367-1L,0,0
JVASP-76584,Li2UBr6,Li2UBr6,JVASP-76584_Li2UBr6.cif,data/cif/JVASP-76584_Li2UBr6.cif,-1.42067,0.0,,0.002,,,0,mp-675438-1L,0,0
JVASP-76598,GaAgP2Se6,GaAg(PSe3)2,JVASP-76598_GaAgP2Se6.cif,data/cif/JVASP-76598_GaAgP2Se6.cif,-0.10923,0.0,,0.903,,,0,mp-7008-1L,0,0
JVASP-76604,BiBr3,BiBr3,JVASP-76604_BiBr3.cif,data/cif/JVASP-76604_BiBr3.cif,-0.66713,0.0,,2.998,,,0,mp-752602-1L,0,0
JVASP-76608,YIO,YIO,JVASP-76608_YIO.cif,data/cif/JVASP-76608_YIO.cif,-2.87471,0.0,,2.56,,,0,mp-753712-1L,0,0
JVASP-76609,TmClO,TmClO,JVASP-76609_TmClO.cif,data/cif/JVASP-76609_TmClO.cif,-3.2287,0.0,,1.365,,,0,mp-754113-1L,0,0
JVASP-76611,TmBrO,TmBrO,JVASP-76611_TmBrO.cif,data/cif/JVASP-76611_TmBrO.cif,-3.04939,0.0,,4.689,,,0,mp-754526-1L,0,0
JVASP-76613,YBr3,YBr3,JVASP-76613_YBr3.cif,data/cif/JVASP-76613_YBr3.cif,-1.88692,0.0,,4.068,,,0,mp-754815-1L,0,0
JVASP-76619,PrBrO,PrBrO,JVASP-76619_PrBrO.cif,data/cif/JVASP-76619_PrBrO.cif,-2.93608,0.0,,3.646,,,0,mp-756702-1L,0,0
JVASP-76621,MoSe2,MoSe2,JVASP-76621_MoSe2.cif,data/cif/JVASP-76621_MoSe2.cif,-0.59137,0.0,,1.249,,,0,mp-7581-1L,1,1
JVASP-76622,NbSe2,NbSe2,JVASP-76622_NbSe2.cif,data/cif/JVASP-76622_NbSe2.cif,-0.76432,0.0,,0.0,,,0,mp-7597-1L,1,1
JVASP-76628,WO2F2,W(OF)2,JVASP-76628_WO2F2.cif,data/cif/JVASP-76628_WO2F2.cif,-2.5453,0.0,,2.636,,,0,mp-764365-1L,0,0
JVASP-76634,YBrO,YBrO,JVASP-76634_YBrO.cif,data/cif/JVASP-76634_YBrO.cif,-3.08739,0.0,,4.804,,,0,mp-768906-1L,0,0
JVASP-76637,CoTeO4,CoTeO4,JVASP-76637_CoTeO4.cif,data/cif/JVASP-76637_CoTeO4.cif,-0.77281,0.0,,0.299,,,0,mp-771247-1L,0,0
JVASP-76640,TmClO,TmClO,JVASP-76640_TmClO.cif,data/cif/JVASP-76640_TmClO.cif,-3.30517,0.0,,4.666,,,0,mp-772295-1L,0,0
JVASP-76648,CoO2,CoO2,JVASP-76648_CoO2.cif,data/cif/JVASP-76648_CoO2.cif,-0.92472,0.0,,0.0,,,0,mp-782689-1L,0,0
JVASP-76649,BN,BN,JVASP-76649_BN.cif,data/cif/JVASP-76649_BN.cif,-1.31309,0.0,,4.384,,,0,mp-7991-1L,1,1
JVASP-76651,Ta2PdS6,Ta2PdS6,JVASP-76651_Ta2PdS6.cif,data/cif/JVASP-76651_Ta2PdS6.cif,-0.84656,0.0,,0.0,,,0,mp-8435-1L,0,0
JVASP-76652,Ta2PdSe6,Ta2PdSe6,JVASP-76652_Ta2PdSe6.cif,data/cif/JVASP-76652_Ta2PdSe6.cif,-0.60095,0.0,,0.0,,,0,mp-8436-1L,0,0
JVASP-76659,SnSe,SnSe,JVASP-76659_SnSe.cif,data/cif/JVASP-76659_SnSe.cif,-0.3272,0.0,,1.106,,,0,mp-8936-1L,0,0
JVASP-76667,SiAs2,SiAs2,JVASP-76667_SiAs2.cif,data/cif/JVASP-76667_SiAs2.cif,0.02633,0.0,,1.402,,,0,mp-978553-1L,0,0
JVASP-768,Ti2O,Ti2O,JVASP-768_Ti2O.cif,data/cif/JVASP-768_Ti2O.cif,-1.00886,0.0,946.44,0.0,,,0,mp-1215-1L,0,0
JVASP-771,TiS2,TiS2,JVASP-771_TiS2.cif,data/cif/JVASP-771_TiS2.cif,-1.33074,0.0,89.72,0.051,0.7,,0,mp-2156-1L,1,1
JVASP-774,TiS2,TiS2,JVASP-774_TiS2.cif,data/cif/JVASP-774_TiS2.cif,-1.33077,0.0,89.57,0.05,,,0,mp-558110-1L,1,1
JVASP-77580,CrF2,CrF2,JVASP-77580_CrF2.cif,data/cif/JVASP-77580_CrF2.cif,-2.18913,0.0,,1.295,,,0,mp-554340-1L,0,0
JVASP-77581,RhO2,RhO2,JVASP-77581_RhO2.cif,data/cif/JVASP-77581_RhO2.cif,-0.70335,0.0,,0.0,,,0,mp-715480-1L,0,0
JVASP-77582,MnS2,MnS2,JVASP-77582_MnS2.cif,data/cif/JVASP-77582_MnS2.cif,-0.53573,0.0,,0.0,,,0,mvc-14047-1L,0,0
JVASP-77583,AgI,AgI,JVASP-77583_AgI.cif,data/cif/JVASP-77583_AgI.cif,0.04777,0.0,,1.638,,,0,mp-580941-1L,0,0
JVASP-77584,CaO2,CaO2,JVASP-77584_CaO2.cif,data/cif/JVASP-77584_CaO2.cif,-2.00005,0.0,,2.965,,,0,mp-634859-1L,0,0
JVASP-77585,NbF4,NbF4,JVASP-77585_NbF4.cif,data/cif/JVASP-77585_NbF4.cif,-2.86715,0.0,,0.0,,,0,mp-1416-1L,0,0
JVASP-77586,CrBr2,CrBr2,JVASP-77586_CrBr2.cif,data/cif/JVASP-77586_CrBr2.cif,-0.54437,0.0,,0.401,,,0,mp-567624-1L,0,0
JVASP-77587,CoTe2,CoTe2,JVASP-77587_CoTe2.cif,data/cif/JVASP-77587_CoTe2.cif,-0.02546,0.0,,0.0,,,0,mp-1009641-1L,0,0
JVASP-77592,Cr3Te4,Cr3Te4,JVASP-77592_Cr3Te4.cif,data/cif/JVASP-77592_Cr3Te4.cif,-0.03742,0.0,,0.0,,,0,mp-570122-1L,0,0
JVASP-77594,TlCl,TlCl,JVASP-77594_TlCl.cif,data/cif/JVASP-77594_TlCl.cif,-0.93694,0.0,,3.507,,,0,mp-22858-1L,0,0
JVASP-77596,NdGe2,NdGe2,JVASP-77596_NdGe2.cif,data/cif/JVASP-77596_NdGe2.cif,0.14245,0.0,,0.0,,,0,mp-2129-1L,0,0
JVASP-77598,TePb,TePb,JVASP-77598_TePb.cif,data/cif/JVASP-77598_TePb.cif,-0.04667,0.0,,1.586,,,0,mp-1012435-1L,0,0
JVASP-77602,Al2Os,Al2Os,JVASP-77602_Al2Os.cif,data/cif/JVASP-77602_Al2Os.cif,0.15935,0.0,,0.0,,,0,mp-7188-1L,0,0
JVASP-77603,NiS,NiS,JVASP-77603_NiS.cif,data/cif/JVASP-77603_NiS.cif,-0.30802,0.0,,0.0,,,0,mp-10264-1L,0,0
JVASP-77606,Ag2Se,Ag2Se,JVASP-77606_Ag2Se.cif,data/cif/JVASP-77606_Ag2Se.cif,0.15121,0.0,,0.934,,,0,mp-568971-1L,0,0
JVASP-77610,VSe,VSe,JVASP-77610_VSe.cif,data/cif/JVASP-77610_VSe.cif,-0.47283,0.0,,0.0,,,0,mp-604914-1L,0,0
JVASP-77611,PbO,PbO,JVASP-77611_PbO.cif,data/cif/JVASP-77611_PbO.cif,-1.15787,0.0,,2.729,,,0,mp-20878-1L,0,0
JVASP-77612,BaSi2,BaSi2,JVASP-77612_BaSi2.cif,data/cif/JVASP-77612_BaSi2.cif,1.20074,0.0,,0.0,,,0,mp-7655-1L,0,0
JVASP-77613,BaCu,BaCu,JVASP-77613_BaCu.cif,data/cif/JVASP-77613_BaCu.cif,0.03162,0.0,,0.0,,,0,mp-30428-1L,0,0
JVASP-77643,Ag2S,Ag2S,JVASP-77643_Ag2S.cif,data/cif/JVASP-77643_Ag2S.cif,0.09703,0.0,,1.762,,,0,mp-31053-1L,0,0
JVASP-77650,AgF2,AgF2,JVASP-77650_AgF2.cif,data/cif/JVASP-77650_AgF2.cif,-1.07326,0.0,,0.173,,,0,mp-7715-1L,0,0
JVASP-77653,ZrBr3,ZrBr3,JVASP-77653_ZrBr3.cif,data/cif/JVASP-77653_ZrBr3.cif,-1.24148,0.0,,0.407,,,0,mp-569391-1L,0,0
JVASP-77658,AgCl,AgCl,JVASP-77658_AgCl.cif,data/cif/JVASP-77658_AgCl.cif,-0.32034,0.0,,0.922,,,0,mp-570858-1L,0,0
JVASP-77660,SmGe2,SmGe2,JVASP-77660_SmGe2.cif,data/cif/JVASP-77660_SmGe2.cif,0.13579,0.0,,0.0,,,0,mp-12750-1L,0,0
JVASP-77663,NaHO,NaHO,JVASP-77663_NaHO.cif,data/cif/JVASP-77663_NaHO.cif,-1.37834,0.0,,2.569,,,0,mp-626000-1L,0,0
JVASP-77665,Nb2SiTe4,Nb2SiTe4,JVASP-77665_Nb2SiTe4.cif,data/cif/JVASP-77665_Nb2SiTe4.cif,-0.105,0.0,,0.0,,,0,mp-690578-1L,0,0
JVASP-77671,TiO2,TiO2,JVASP-77671_TiO2.cif,data/cif/JVASP-77671_TiO2.cif,-3.02042,0.0,,2.646,,,0,mvc-11600-1L,0,0
JVASP-77673,PdCl2,PdCl2,JVASP-77673_PdCl2.cif,data/cif/JVASP-77673_PdCl2.cif,-0.39586,0.0,,0.955,,,0,mp-1018891-1L,0,0
JVASP-77675,SbClO,SbClO,JVASP-77675_SbClO.cif,data/cif/JVASP-77675_SbClO.cif,-1.19944,0.0,,2.189,,,0,mp-989196-1L,0,0
JVASP-77684,Si,Si,JVASP-77684_Si.cif,data/cif/JVASP-77684_Si.cif,0.97209,0.0,,0.0,,,0,mp-579909-1L,0,0
JVASP-77690,SbBrO,SbBrO,JVASP-77690_SbBrO.cif,data/cif/JVASP-77690_SbBrO.cif,-1.07173,0.0,,1.918,,,0,mp-989189-1L,0,0
JVASP-77693,NbS2,NbS2,JVASP-77693_NbS2.cif,data/cif/JVASP-77693_NbS2.cif,-0.74826,0.0,,0.0,,,0,mp-1008860-1L,1,1
JVASP-77694,ZnSiO3,ZnSiO3,JVASP-77694_ZnSiO3.cif,data/cif/JVASP-77694_ZnSiO3.cif,-2.10028,0.0,,3.395,,,0,mp-1020623-1L,0,0
JVASP-77697,BaSn4O8,Ba(SnO2)4,JVASP-77697_BaSn4O8.cif,data/cif/JVASP-77697_BaSn4O8.cif,-1.51332,0.0,,0.0,,,0,mvc-600-1L,0,0
JVASP-77698,NaLi2As,NaLi2As,JVASP-77698_NaLi2As.cif,data/cif/JVASP-77698_NaLi2As.cif,0.00272,0.0,,0.0,,,0,mp-1014873-1L,0,0
JVASP-777,TiSe2,TiSe2,JVASP-777_TiSe2.cif,data/cif/JVASP-777_TiSe2.cif,-1.06827,0.0,94.48,0.0,,,0,mp-2194-1L,1,1
JVASP-77700,BN,BN,JVASP-77700_BN.cif,data/cif/JVASP-77700_BN.cif,-0.97224,0.0,,2.753,,,0,mp-569655-1L,1,1
JVASP-77701,K2As2Pd,K2As2Pd,JVASP-77701_K2As2Pd.cif,data/cif/JVASP-77701_K2As2Pd.cif,-0.39775,0.0,,0.296,,,0,mp-8147-1L,0,0
JVASP-77702,P,P,JVASP-77702_P.cif,data/cif/JVASP-77702_P.cif,0.12999,0.0,,2.02,,,0,mp-130-1L,1,1
JVASP-77706,Ag2SO4,Ag2SO4,JVASP-77706_Ag2SO4.cif,data/cif/JVASP-77706_Ag2SO4.cif,-0.72122,0.0,,2.329,,,0,mp-5625-1L,0,0
JVASP-77713,CN2,CN2,JVASP-77713_CN2.cif,data/cif/JVASP-77713_CN2.cif,0.66522,0.0,,4.996,,,0,mp-1019086-1L,0,0
JVASP-77991,Co3SbO8,Co3SbO8,JVASP-77991_Co3SbO8.cif,data/cif/JVASP-77991_Co3SbO8.cif,-1.04185,0.0,,0.0,,,0,mp-765847-1L,0,0
